account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted
ACCT-0001088,2022-12-09,35.0,male,midwest,bachelor,full_time,premium,online,True,False,693,3649.2,43209.15,8201.79,0.1898,31310.46,0.0835,24,1421.08,34105.81,0,4.0,998,1.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0
ACCT-0000398,2023-08-22,44.0,female,northeast,associate,full_time,basic,mobile,False,False,669,4377.86,52487.26,11238.35,0.2141,73418.89,0.0934,24,3365.49,80771.76,0,1.0,211,7.0,easy to track payments through the mobile app.,,0
ACCT-0001883,2024-10-18,44.0,male,west,bachelor,full_time,basic,online,True,False,633,7283.65,87295.91,18545.71,0.2124,63277.19,0.0724,48,1522.2,73065.48,0,0.0,591,3.0,"took longer than expected but got approved in the end. process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0
ACCT-0000448,2024-05-05,27.0,female,northeast,bachelor,contract,standard,mobile,False,False,637,3453.83,41725.11,12265.07,0.2939,10894.75,0.0769,72,189.37,13634.78,1,,127,,interest rate jumped after the first quarter without warning. support never returned my calls about the missed payment. the agent kept rescheduling and the process took weeks.,2025-02-05,1
ACCT-0002369,2023-03-09,18.0,female,west,bachelor,self_employed,standard,online,False,True,683,6666.7,79541.79,17791.06,0.2237,108315.58,0.1132,24,5064.28,121542.68,0,1.0,522,5.0,"process was fine, nothing exceptional either way.",,0
ACCT-0002495,2023-08-10,47.0,female,northeast,high_school,full_time,standard,branch,False,True,636,3260.01,39196.54,10263.61,0.2618,13592.79,0.1239,24,642.34,15416.17,0,2.0,1260,7.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0001539,2024-01-16,21.0,male,midwest,bachelor,full_time,basic,online,False,True,652,1573.61,19552.26,12949.12,0.6623,8077.49,0.0698,60,159.85,9590.94,1,3.0,273,7.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0
ACCT-0001754,2022-10-05,59.0,male,south,graduate,full_time,premium,online,True,False,778,7397.78,88643.13,18456.98,0.2082,107718.09,0.0259,48,2364.78,113509.28,1,2.0,646,10.0,"process was fine, nothing exceptional either way.",,0
ACCT-0002043,2024-12-31,27.0,male,west,bachelor,full_time,standard,branch,False,False,712,7419.78,88694.52,22789.38,0.2569,77240.14,0.0882,12,6748.33,80979.99,0,1.0,282,7.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0
ACCT-0002338,2023-01-26,40.0,male,midwest,bachelor,self_employed,standard,online,True,False,697,7033.99,84454.01,27185.91,0.3219,103407.91,0.0403,12,8806.48,105677.74,1,0.0,561,6.0,"interest rate jumped after the first quarter without warning. fees were not explained clearly upfront, very disappointing.",2023-11-03,1
ACCT-0002003,2022-05-02,34.0,female,west,bachelor,part_time,standard,online,True,False,681,2865.34,34293.17,18907.8,0.5514,24745.74,0.0952,12,2169.99,26039.87,0,1.0,387,2.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0
ACCT-0002406,2022-09-17,47.0,female,west,high_school,full_time,standard,agent,True,False,667,4263.56,51294.45,16732.04,0.3262,56170.89,0.1015,60,1197.63,71857.72,1,0.0,842,7.0,very smooth application process and the agent was helpful.,,0
ACCT-0001328,2023-10-21,36.0,female,pacific,bachelor,full_time,standard,online,True,False,743,4381.44,52680.54,19921.05,0.3781,23283.96,0.0717,72,398.87,28718.71,0,1.0,1130,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0001234,2023-12-24,37.0,female,south,bachelor,full_time,standard,online,False,True,528,3802.41,45864.24,26064.42,0.5683,58349.78,0.1579,84,1151.89,96759.09,4,0.0,1115,7.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0
ACCT-0001644,2024-08-06,37.0,female,northeast,associate,full_time,basic,branch,True,False,760,6546.66,78613.47,19506.36,0.2481,38856.54,0.0595,48,911.63,43758.46,0,0.0,65,8.0,easy to track payments through the mobile app.,,0
ACCT-0001706,2023-04-29,47.0,male,south,bachelor,full_time,basic,online,False,False,619,9451.37,112909.92,20255.9,0.1794,104397.52,0.1249,60,2348.2,140891.96,0,2.0,370,9.0,"process was fine, nothing exceptional either way.",,0
ACCT-0000728,2024-10-19,61.0,male,south,bachelor,full_time,basic,agent,False,False,668,3859.04,46258.89,14890.83,0.3219,51299.91,0.0387,36,1511.66,54419.94,0,0.0,271,4.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",,0
ACCT-0000545,2023-12-30,48.0,male,south,bachelor,full_time,basic,online,False,False,850,10087.99,121143.9,25960.55,0.2143,130533.18,0.1039,24,6047.0,145127.95,1,2.0,1072,3.0,"process was fine, nothing exceptional either way.",,0
ACCT-0001459,2023-02-03,32.0,male,south,high_school,full_time,standard,online,False,False,764,3251.53,39189.29,9760.61,0.2491,46814.13,0.0865,60,963.87,57832.18,0,0.0,597,6.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0001420,2024-08-17,57.0,female,midwest,graduate,self_employed,standard,mobile,False,False,663,3819.13,45809.36,11675.48,0.2549,17311.75,0.1034,84,290.48,24400.04,0,1.0,488,4.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001027,2022-12-16,36.0,male,midwest,graduate,full_time,premium,online,True,False,714,3337.16,39815.56,32900.84,0.8263,42755.14,0.1095,48,1104.05,52994.3,1,0.0,1358,4.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0000185,2023-12-10,28.0,female,midwest,bachelor,full_time,basic,branch,False,False,792,6065.72,72975.01,28334.86,0.3883,33408.41,0.0712,24,1497.65,35943.49,1,0.0,1010,7.0,"great customer service, will recommend to friends and family.",,0
ACCT-0002425,2024-03-08,49.0,female,pacific,bachelor,full_time,basic,online,True,True,636,6700.87,80237.13,16150.88,0.2013,92496.69,0.0848,36,2918.92,105081.08,1,2.0,1138,5.0,"great customer service, will recommend to friends and family. very smooth application process and the agent was helpful. easy to track payments through the mobile app.",,0
ACCT-0000323,2022-08-03,30.0,female,south,graduate,full_time,standard,mobile,False,True,606,2668.3,32085.25,11281.1,0.3516,15768.56,0.1131,84,272.55,22894.27,0,2.0,644,10.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0001973,2023-08-26,47.0,female,west,associate,full_time,basic,online,False,False,763,3365.74,40714.95,11908.96,0.2925,15504.26,0.0747,36,482.07,17354.45,0,2.0,980,4.0,"documentation requirements were typical for this kind of loan. process was fine, nothing exceptional either way.",,0
ACCT-0000541,2023-06-29,36.0,female,northeast,bachelor,part_time,basic,online,False,True,632,4061.56,48930.16,17797.47,0.3637,31588.28,0.0677,72,535.12,38528.54,1,1.0,1050,7.0,"ok experience overall, no strong feelings to share. process was fine, nothing exceptional either way. took longer than expected but got approved in the end.",,0
ACCT-0001011,2022-08-02,36.0,female,midwest,bachelor,contract,standard,branch,False,True,713,5058.08,60172.88,16268.85,0.2704,15407.41,0.0738,72,265.5,19115.69,0,2.0,402,6.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0000362,2023-02-20,37.0,female,south,high_school,full_time,standard,mobile,False,False,742,4337.57,51981.31,8544.63,0.1644,71715.3,0.0941,12,6285.16,75421.9,1,1.0,529,9.0,very smooth application process and the agent was helpful.,,0
ACCT-0002375,2023-08-08,44.0,male,northeast,graduate,self_employed,premium,branch,True,False,824,3731.13,44267.26,13474.94,0.3044,61118.43,0.1051,36,1986.92,71528.98,0,0.0,1001,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0000365,2023-09-26,51.0,male,west,graduate,full_time,standard,branch,False,False,768,2708.6,32444.26,10501.19,0.3237,18978.92,0.0559,12,1629.9,19558.86,0,2.0,1331,6.0,easy to track payments through the mobile app. rates were competitive and the funds came through quickly.,,0
ACCT-0001053,2022-07-05,42.0,male,northeast,bachelor,part_time,basic,branch,True,True,591,2775.6,32944.5,26257.74,0.797,30361.45,0.0814,84,475.36,39929.93,2,,507,4.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0
ACCT-0002089,2023-08-16,40.0,male,midwest,associate,full_time,basic,branch,True,False,706,4469.53,54205.19,13834.73,0.2552,57548.6,0.0335,36,1682.41,60566.8,0,1.0,893,4.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0
ACCT-0000817,2022-05-17,69.0,female,midwest,high_school,full_time,basic,mobile,False,True,690,2941.15,34895.86,9487.63,0.2719,46377.12,0.0612,72,771.19,55525.4,0,3.0,1195,10.0,rates were competitive and the funds came through quickly.,,0
ACCT-0001174,2023-04-15,48.0,male,south,bachelor,full_time,basic,mobile,True,False,629,3397.73,40792.84,17140.94,0.4202,14673.39,0.0674,60,288.77,17326.04,3,0.0,589,9.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0
ACCT-0001471,2023-08-19,51.0,female,south,bachelor,full_time,basic,online,True,False,748,9188.55,110146.98,25294.15,0.2296,114771.59,0.0799,12,9983.47,119801.6,0,1.0,1112,8.0,"ok experience overall, no strong feelings to share. still evaluating against other offers from competitor banks.",,0
ACCT-0001514,2022-03-12,59.0,male,west,bachelor,contract,basic,online,False,False,527,4891.07,59000.3,11660.82,0.1976,20319.33,0.15,48,565.52,27145.14,0,0.0,124,3.0,support never returned my calls about the missed payment.,2022-06-04,1
ACCT-0001305,2024-11-16,25.0,male,south,bachelor,full_time,basic,online,True,False,727,3307.76,39462.82,9487.19,0.2404,21739.84,0.1156,48,567.84,27256.1,1,0.0,1181,2.0,rates were competitive and the funds came through quickly.,,0
ACCT-0000329,2022-05-26,56.0,male,west,bachelor,full_time,basic,branch,True,True,655,3307.03,39762.36,9213.24,0.2317,11179.74,0.1201,48,294.45,14133.6,5,0.0,867,7.0,"transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0
ACCT-0001466,2023-03-02,23.0,male,west,bachelor,full_time,basic,online,False,False,739,3580.07,42828.95,8111.0,0.1894,25363.02,0.0575,72,417.29,30045.23,0,2.0,870,3.0,very smooth application process and the agent was helpful.,,0
ACCT-0001419,2022-07-12,40.0,female,west,associate,full_time,standard,online,True,False,779,4987.56,59342.57,14006.34,0.236,35429.18,0.0678,72,600.36,43226.28,1,0.0,1106,3.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0002006,2023-01-12,30.0,female,pacific,associate,self_employed,standard,online,False,True,571,2842.29,34144.76,12234.25,0.3583,31951.28,0.0749,24,1437.71,34504.95,0,0.0,929,10.0,"ok experience overall, no strong feelings to share.",,0
ACCT-0001457,2024-11-10,52.0,female,pacific,bachelor,full_time,basic,online,False,False,693,3905.42,46692.99,11428.19,0.2448,40313.47,0.1046,84,678.82,57021.05,1,2.0,105,5.0,took longer than expected but got approved in the end. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.,,0
ACCT-0000997,2022-12-08,26.0,male,south,graduate,self_employed,standard,mobile,True,False,734,6804.69,81720.26,17103.77,0.2093,82881.85,0.0714,24,3715.97,89183.24,0,0.0,985,3.0,"very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000798,2022-01-07,24.0,female,northeast,associate,part_time,standard,mobile,True,False,692,3312.72,40104.26,14404.13,0.3592,23599.29,0.0816,24,1069.06,25657.42,0,1.0,511,5.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0
ACCT-0000391,2023-01-13,52.0,female,northeast,associate,part_time,premium,online,False,False,703,1731.15,20987.91,18391.85,0.8763,16599.62,0.0597,36,504.73,18170.36,1,2.0,83,8.0,"ok experience overall, no strong feelings to share. documentation requirements were typical for this kind of loan.",2023-08-12,1
ACCT-0001020,2022-01-12,45.0,female,pacific,bachelor,full_time,basic,branch,False,True,659,4772.76,57559.32,13536.88,0.2352,36658.7,0.1007,12,3224.13,38689.6,1,1.0,347,9.0,,,0
ACCT-0001200,2023-08-26,51.0,male,west,high_school,full_time,standard,branch,False,True,767,6102.16,73493.3,19209.74,0.2614,24001.98,0.051,72,387.72,27915.84,1,,1379,8.0,very smooth application process and the agent was helpful. rates were competitive and the funds came through quickly.,,0
ACCT-0002326,2022-06-13,33.0,female,northeast,bachelor,self_employed,basic,online,False,False,666,4286.06,51490.27,10760.32,0.209,33033.1,0.0963,36,1060.19,38166.92,0,3.0,1382,2.0,"great customer service, will recommend to friends and family. transparent fees, no hidden charges that I noticed. very smooth application process and the agent was helpful.",,0
ACCT-0001521,2024-04-22,23.0,female,south,graduate,contract,standard,online,True,True,727,2316.78,27652.48,5779.07,0.209,24629.92,0.0803,36,772.13,27796.66,1,0.0,1253,8.0,"great customer service, will recommend to friends and family.",,0
ACCT-0002175,2024-12-26,27.0,female,west,graduate,part_time,basic,mobile,True,True,796,6681.73,80422.71,17972.14,0.2235,45599.78,0.1026,84,763.24,64111.98,1,1.0,565,10.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app. rates were competitive and the funds came through quickly.",,0
ACCT-0000330,2023-01-10,51.0,male,midwest,high_school,self_employed,premium,branch,True,True,573,3060.17,36819.77,36344.29,0.9871,13240.74,0.1157,72,255.88,18423.53,2,0.0,1290,10.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000873,2022-02-17,49.0,male,south,bachelor,part_time,standard,mobile,True,True,600,9645.33,115312.71,22825.27,0.1979,105875.17,0.0867,36,3350.58,120620.86,1,0.0,1011,7.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0
ACCT-0001397,2024-01-17,31.0,female,south,graduate,self_employed,basic,online,False,False,654,3316.29,40134.88,21640.99,0.5392,55466.05,0.0892,60,1149.36,68961.73,0,1.0,226,6.0,"rates were competitive and the funds came through quickly. transparent fees, no hidden charges that I noticed.",,0
ACCT-0000561,2022-06-28,22.0,male,northeast,bachelor,part_time,premium,online,True,True,680,6615.28,79230.8,14142.53,0.1785,102972.54,0.1029,48,2625.83,126039.65,0,1.0,805,6.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family.",,0
ACCT-0000387,2023-12-10,27.0,male,south,high_school,part_time,basic,branch,False,False,708,2292.21,27795.55,6966.47,0.2506,15416.94,0.0764,12,1338.5,16061.96,0,0.0,914,10.0,"transparent fees, no hidden charges that I noticed.",,0
ACCT-0002399,2022-01-09,18.0,male,south,associate,full_time,basic,online,True,False,558,4166.65,50170.46,13319.48,0.2655,26423.34,0.0688,48,631.33,30303.74,1,2.0,67,4.0,rates were competitive and the funds came through quickly.,,0
