account_id,application_date,age,gender,region,education,employment_type,product_tier,channel,is_autopay,has_collateral,credit_score,monthly_income,annual_income,existing_debt,debt_to_income,loan_amount,interest_rate,term_months,monthly_payment,total_payment,num_late_payments,num_inquiries_90d,tenure_days,nps_score,customer_feedback,default_notice_date,defaulted,num_dependents,risk_band
ACCT-0005283,2023-04-13,43.0,male,midwest,bachelor,full_time,basic,online,False,False,700,3631.22,43419.66,11737.0,0.2703,59421.64,0.0862,24,2704.43,64906.22,0,2.0,1173,7.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,0,medium
ACCT-0004449,2024-01-19,61.0,female,west,bachelor,full_time,standard,online,True,False,773,2679.76,32249.39,11023.09,0.3418,42464.04,0.0657,36,1302.76,46899.43,1,1.0,1234,5.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,0,low
ACCT-0000124,2024-08-18,32.0,female,south,bachelor,part_time,premium,branch,True,True,693,4241.46,51076.9,22176.83,0.4342,39820.76,0.0975,36,1280.29,46090.35,1,1.0,1387,8.0,"rates were competitive and the funds came through quickly. great customer service, will recommend to friends and family.",,0,3,medium
ACCT-0003899,2024-06-01,61.0,female,south,bachelor,full_time,basic,online,False,False,607,4613.72,55286.27,10925.3,0.1976,45134.16,0.0875,48,1117.75,53651.89,0,1.0,631,9.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,0,high
ACCT-0003369,2022-06-26,36.0,female,south,associate,full_time,basic,mobile,False,False,689,4472.48,53606.06,12264.34,0.2288,18028.61,0.0939,48,452.0,21696.14,1,1.0,248,9.0,"transparent fees, no hidden charges that I noticed. rates were competitive and the funds came through quickly.",,0,3,medium
ACCT-0000286,2024-11-19,35.0,female,midwest,graduate,full_time,premium,online,True,False,732,1644.98,19295.99,17351.99,0.8993,17921.37,0.0596,72,296.69,21361.48,0,0.0,816,8.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,0,medium
ACCT-0004033,2022-02-02,50.0,female,west,bachelor,part_time,basic,mobile,False,False,664,4072.46,48859.64,,0.3357,56663.0,0.0598,12,4876.29,58515.5,2,0.0,1193,5.0,"documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks. process was fine, nothing exceptional either way.",,0,0,high
ACCT-0003859,2022-03-24,31.0,male,south,graduate,full_time,standard,mobile,False,False,709,6200.02,74189.52,23471.02,0.3164,32800.45,0.0667,24,1463.6,35126.5,0,2.0,972,8.0,easy to track payments through the mobile app.,,0,0,medium
ACCT-0000542,2022-01-29,49.0,male,south,associate,full_time,premium,branch,True,True,700,2760.71,33145.84,7111.49,0.2146,39812.02,0.0812,60,809.55,48573.15,2,2.0,474,5.0,"process was fine, nothing exceptional either way. took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.",,0,1,medium
ACCT-0000333,2022-04-03,26.0,male,south,high_school,part_time,standard,mobile,True,False,773,4314.1,52006.84,12987.23,0.2497,23863.03,0.0889,48,592.55,28442.37,0,1.0,1347,8.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,1,low
ACCT-0001168,2024-01-11,28.0,female,south,graduate,full_time,basic,online,True,True,685,3941.09,47158.11,11653.3,0.2471,30599.93,0.1299,84,556.5,46746.33,0,2.0,566,7.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,3,medium
ACCT-0005669,2022-10-27,39.0,nonbinary,west,high_school,full_time,standard,branch,False,False,686,6082.29,73054.56,13147.64,0.18,18410.6,0.0592,48,431.66,20719.74,1,1.0,1234,10.0,"very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app.",,0,0,medium
ACCT-0000488,2022-12-02,46.0,female,west,bachelor,full_time,basic,mobile,True,True,690,13169.51,158618.67,25645.23,0.1617,160893.18,0.1382,72,3299.96,237597.29,1,2.0,1192,4.0,"transparent fees, no hidden charges that I noticed. great customer service, will recommend to friends and family. very smooth application process and the agent was helpful.",,0,1,medium
ACCT-0000352,2022-02-05,53.0,male,west,bachelor,full_time,basic,online,True,True,586,10625.82,127673.53,35207.66,0.2758,162509.57,0.1016,72,3023.57,217696.81,1,0.0,487,8.0,still evaluating against other offers from competitor banks. documentation requirements were typical for this kind of loan.,,0,0,high
ACCT-0000707,2024-03-07,28.0,female,midwest,bachelor,contract,premium,mobile,False,True,556,6012.31,71700.64,23149.1,0.3229,74774.57,0.1033,84,1254.13,105346.85,0,,263,4.0,easy to track payments through the mobile app.,,0,0,very_high
ACCT-0005467,2022-08-23,19.0,female,pacific,graduate,self_employed,premium,mobile,True,False,690,3783.07,45513.09,25962.89,0.5704,12241.62,0.063,24,544.19,13060.51,1,0.0,1270,5.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,1,medium
ACCT-0003808,2023-03-15,21.0,nonbinary,west,high_school,self_employed,basic,mobile,True,False,791,4168.98,50006.36,17431.58,0.3486,56744.18,0.0498,84,801.45,67322.13,2,0.0,376,8.0,,,0,0,low
ACCT-0005146,2023-06-16,23.0,female,south,high_school,contract,standard,mobile,False,False,530,2528.61,30036.3,18748.63,0.6242,36201.1,0.0769,60,728.66,43719.82,2,0.0,1490,6.0,"transparent fees, no hidden charges that I noticed.",,0,1,very_high
ACCT-0001070,2023-03-29,49.0,male,pacific,graduate,full_time,standard,branch,False,False,593,2775.64,32969.18,18450.82,0.5596,9053.68,0.1066,36,294.96,10618.66,2,2.0,1260,6.0,took longer than expected but got approved in the end. still evaluating against other offers from competitor banks.,,0,2,high
ACCT-0005337,2023-02-09,49.0,male,northeast,high_school,full_time,standard,online,True,False,758,5135.17,61815.29,14649.17,0.237,57574.47,0.1172,24,2702.67,64864.17,0,0.0,440,7.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,3,low
ACCT-0001184,2024-08-18,59.0,male,west,associate,part_time,standard,branch,False,False,630,7919.37,94709.75,18097.84,0.1911,54389.12,0.1152,36,1794.1,64587.77,0,2.0,555,4.0,"great customer service, will recommend to friends and family.",,0,0,high
ACCT-0004393,2024-06-08,35.0,male,south,associate,full_time,standard,branch,False,False,601,6966.71,83417.98,14917.9,0.1788,50926.87,0.1394,48,1390.06,66722.99,0,5.0,652,7.0,,,0,0,high
ACCT-0005034,2023-08-13,,female,northeast,graduate,full_time,basic,mobile,False,False,826,2771.68,33155.66,7454.66,0.2248,15411.75,0.059,24,682.37,16376.89,1,3.0,909,1.0,"great customer service, will recommend to friends and family. easy to track payments through the mobile app.",,0,1,low
ACCT-0005400,2024-12-18,47.0,female,northeast,graduate,full_time,basic,mobile,True,False,824,7081.07,84901.87,16082.95,0.1894,56908.43,0.0605,84,832.64,69941.53,0,0.0,1491,9.0,"process was fine, nothing exceptional either way.",,0,2,low
ACCT-0004825,2024-01-09,22.0,female,west,graduate,full_time,premium,online,True,False,737,3812.61,45840.66,9564.02,0.2086,33324.5,0.0687,84,500.82,42069.02,2,0.0,470,8.0,rates were competitive and the funds came through quickly.,,0,2,medium
ACCT-0005833,2024-05-02,39.0,female,south,high_school,full_time,basic,mobile,True,True,653,2592.94,30965.29,16613.05,0.5365,34937.45,0.0878,84,558.21,46889.79,1,2.0,1368,6.0,"rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful. great customer service, will recommend to friends and family.",,0,2,high
ACCT-0002503,2023-06-22,49.0,male,northeast,bachelor,full_time,standard,online,True,False,551,4706.97,56163.34,18078.96,0.3219,71976.64,0.1099,48,1859.98,89279.04,0,1.0,623,6.0,"transparent fees, no hidden charges that I noticed. easy to track payments through the mobile app. rates were competitive and the funds came through quickly.",,0,2,very_high
ACCT-0003134,2024-05-04,35.0,male,pacific,associate,self_employed,basic,online,True,True,701,4270.53,51665.05,21981.73,0.4255,37234.68,0.1214,48,983.06,47186.98,0,0.0,66,5.0,rates were competitive and the funds came through quickly. easy to track payments through the mobile app.,,0,0,medium
ACCT-0000686,2024-02-19,40.0,female,midwest,bachelor,part_time,premium,mobile,False,False,799,3992.4,47690.57,7304.03,0.1532,50505.05,0.0597,48,1185.33,56895.76,1,2.0,799,6.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly. easy to track payments through the mobile app.",,0,2,low
ACCT-0001606,2022-06-12,49.0,male,northeast,bachelor,full_time,basic,online,True,False,549,5808.22,69163.1,17450.46,0.2523,48867.16,0.1147,36,1610.64,57983.11,0,2.0,1355,5.0,"process was fine, nothing exceptional either way. still evaluating against other offers from competitor banks.",,0,2,very_high
ACCT-0000527,2023-06-09,64.0,male,west,bachelor,self_employed,standard,online,True,False,789,4374.53,52604.47,23942.51,0.4551,69465.81,0.0843,12,6056.56,72678.7,1,0.0,360,5.0,"easy to track payments through the mobile app. great customer service, will recommend to friends and family.",,0,2,low
ACCT-0000137,2023-09-09,46.0,female,midwest,bachelor,full_time,basic,online,False,False,721,6672.15,80053.62,19414.76,0.2425,96287.35,0.0833,84,1516.78,127409.36,0,1.0,1116,7.0,"documentation requirements were typical for this kind of loan. ok experience overall, no strong feelings to share. took longer than expected but got approved in the end.",,0,1,medium
ACCT-0002540,2022-03-09,54.0,male,west,high_school,full_time,standard,branch,False,True,610,1847.01,22294.91,22812.72,1.0232,9257.13,0.0812,24,419.19,10060.64,1,0.0,176,10.0,interest rate jumped after the first quarter without warning. support never returned my calls about the missed payment.,2022-09-14,1,4,high
ACCT-0001376,2023-12-31,44.0,female,midwest,high_school,full_time,premium,mobile,False,False,709,8609.37,103514.16,18994.12,0.1835,32756.45,0.1068,72,618.07,44500.95,0,0.0,1098,2.0,"rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful. transparent fees, no hidden charges that I noticed.",,0,0,medium
ACCT-0002607,2023-06-01,55.0,female,south,bachelor,part_time,basic,mobile,True,False,727,7304.56,87559.12,,0.2308,49441.29,0.079,72,864.55,62247.43,0,,589,6.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,1,medium
ACCT-0005939,2022-07-05,27.0,male,south,bachelor,self_employed,basic,online,True,False,618,6204.15,74107.94,26564.08,0.3585,31018.89,0.0744,72,535.39,38547.9,3,0.0,70,6.0,"process was fine, nothing exceptional either way. documentation requirements were typical for this kind of loan. still evaluating against other offers from competitor banks.",2023-12-03,1,3,high
ACCT-0004862,2022-05-21,55.0,female,midwest,bachelor,part_time,premium,online,True,False,638,2248.78,26950.74,22998.1,0.8533,29027.19,0.094,24,1331.49,31955.8,2,2.0,1353,6.0,documentation requirements were typical for this kind of loan. took longer than expected but got approved in the end.,,0,1,high
ACCT-0003891,2024-01-03,46.0,female,midwest,associate,contract,basic,online,False,True,605,2123.64,25676.37,19703.24,0.7674,22116.86,0.1047,24,1025.4,24609.62,3,0.0,1213,1.0,easy to track payments through the mobile app.,,0,0,high
ACCT-0000800,2023-04-24,37.0,male,south,high_school,full_time,standard,online,True,True,710,2693.32,32462.76,13063.03,0.4024,42801.24,0.0651,48,1015.27,48733.05,1,1.0,201,8.0,very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0004466,2022-10-06,48.0,male,south,associate,part_time,premium,mobile,False,False,714,3790.29,45712.19,17804.96,0.3895,51111.38,0.0845,72,907.43,65335.14,0,2.0,1159,6.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,medium
ACCT-0002187,2023-01-30,62.0,male,northeast,high_school,self_employed,basic,mobile,True,False,710,3843.57,46126.14,17773.43,0.3853,56555.28,0.0876,12,4939.6,59275.17,0,1.0,1497,6.0,still evaluating against other offers from competitor banks.,2023-11-23,1,1,medium
ACCT-0002852,2022-01-14,64.0,female,south,graduate,full_time,basic,online,True,True,664,2935.8,35585.84,11152.87,0.3134,38899.41,0.0848,36,1227.55,44191.76,0,1.0,1456,6.0,still evaluating against other offers from competitor banks.,2022-09-23,1,2,high
ACCT-0003281,2022-07-17,42.0,female,midwest,associate,full_time,standard,branch,False,False,659,3945.94,47440.25,15132.52,0.319,33946.75,0.0726,84,516.59,43393.79,1,2.0,169,6.0,"very smooth application process and the agent was helpful. easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,0,high
ACCT-0001357,2023-01-31,43.0,male,south,associate,self_employed,basic,agent,False,False,639,2171.15,26041.89,6639.02,0.2549,35108.19,0.1112,12,3104.9,37258.74,0,1.0,340,5.0,"ok experience overall, no strong feelings to share. took longer than expected but got approved in the end. process was fine, nothing exceptional either way.",,0,1,high
ACCT-0005509,2024-10-13,49.0,male,south,bachelor,full_time,premium,mobile,True,False,621,5362.17,64769.8,16398.62,0.2532,36100.73,0.1186,60,800.45,48026.74,0,0.0,1428,8.0,"transparent fees, no hidden charges that I noticed.",,0,1,high
ACCT-0004707,2022-03-14,45.0,female,midwest,graduate,full_time,basic,online,True,True,789,4586.89,54693.56,10371.27,0.1896,19793.79,0.0722,48,476.02,22849.11,1,0.0,40,6.0,easy to track payments through the mobile app.,,0,1,low
ACCT-0003296,2024-03-20,36.0,female,midwest,graduate,full_time,basic,branch,False,True,698,1566.25,18708.17,22937.81,1.2261,15753.6,0.0704,36,486.74,17522.51,2,0.0,923,5.0,interest rate jumped after the first quarter without warning.,2024-04-21,1,0,medium
ACCT-0004942,2022-07-05,47.0,male,west,graduate,self_employed,standard,online,True,False,699,4727.04,56735.89,11957.49,0.2108,48034.31,0.0524,24,2112.39,50697.48,1,0.0,311,7.0,"very smooth application process and the agent was helpful. great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,2,medium
ACCT-0000635,2022-11-07,55.0,female,midwest,graduate,contract,standard,online,True,True,622,4845.42,57839.86,16113.32,0.2786,28425.98,0.1334,36,962.49,34649.75,2,1.0,247,5.0,rates were competitive and the funds came through quickly. very smooth application process and the agent was helpful.,,0,1,high
ACCT-0001277,2023-06-22,30.0,male,south,associate,full_time,standard,mobile,False,False,715,2575.39,30836.7,,0.3083,32303.25,0.1126,36,1061.55,38215.73,1,1.0,1413,7.0,"great customer service, will recommend to friends and family. rates were competitive and the funds came through quickly.",,0,1,medium
ACCT-0005412,2024-06-27,56.0,male,south,high_school,self_employed,basic,online,False,False,716,5463.12,65641.44,11332.21,0.1726,66878.04,0.0902,12,5849.28,70191.32,0,4.0,1255,6.0,"easy to track payments through the mobile app. transparent fees, no hidden charges that I noticed.",,0,4,medium
ACCT-0004959,2023-07-04,39.0,female,northeast,associate,full_time,standard,branch,True,False,697,5323.01,64045.72,10563.73,0.1649,43518.43,0.0702,84,657.34,55216.32,1,1.0,937,7.0,easy to track payments through the mobile app. very smooth application process and the agent was helpful.,,0,1,medium
ACCT-0003559,2024-05-17,31.0,male,south,associate,full_time,standard,online,False,False,687,3598.61,43202.28,18692.48,0.4327,17224.4,0.0857,36,544.26,19593.19,2,2.0,419,5.0,documentation requirements were typical for this kind of loan.,,0,2,medium
ACCT-0000179,2022-01-01,24.0,female,northeast,bachelor,full_time,basic,online,False,False,751,2154.93,25628.56,13462.51,0.5253,22882.42,0.1248,60,514.57,30874.48,0,1.0,501,8.0,very smooth application process and the agent was helpful. easy to track payments through the mobile app.,,0,1,low
